,site_name,development_status,development_status,long,lat,technology_type,capacity,county,region,country
184,BV Dairy  (Farm AD),Operational,Operational,-2.1827592610816344,51.011187913466436,Anaerobic Digestion,1.50,Dorset,South West,England
185,Stonepit Hill (Waste AD),Application Withdrawn,Planning Application Withdrawn,1.1948520721587073,52.89637362138869,Anaerobic Digestion,2.00,Norfolk,Eastern,England
186,South Manchester Resource Recovery Centre (AD),Operational,Operational,-2.2460991526264804,53.39435635002784,Anaerobic Digestion,2.00,Greater Manchester,North West,England
187,Reliance Street Mechanical Biological Treatment Facility (MBT),Operational,Operational,-2.1806543730424397,53.504133082978434,Anaerobic Digestion,2.00,Greater Manchester,North West,England
188,Westwell Leacon Renewable Energy Facility (Waste AD),Appeal Refused,Appeal Refused,0.7892503825104812,51.19305806178073,Anaerobic Digestion,2.00,Kent,South East,England
189,Fenmarc Fenland AD Plant (Waste AD),Operational,Operational,0.06207352506035206,52.56804576203563,Anaerobic Digestion,1.50,Cambridgeshire,Eastern,England
190,Bowmans Business Park (Waste AD),Application Refused,Planning Permission Refused,0.3158526587803526,53.18073462053543,Anaerobic Digestion,4.50,Lincolnshire,East Midlands,England
191,Marsh Farm  (Farm AD),Operational,Operational,0.15685440627095057,53.03360131224837,Anaerobic Digestion,1.40,Lincolnshire,East Midlands,England
192,Thornton Waste Recovery Park (Waste AD),Operational,Operational,-3.015064435908524,53.894779140068,Anaerobic Digestion,1.90,Lancashire,North West,England
193,Farington Waste Recovery Park (Waste AD),Operational,Operational,-2.737306842879087,53.70300377551609,Anaerobic Digestion,1.90,Lancashire,North West,England
194,North West Biogas Anaerobic Digestion Plant (Waste AD),Abandoned,Abandoned,-3.0007405422505102,53.88314281522378,Anaerobic Digestion,2.00,Lancashire,North West,England
195,Fernbrook AD Plant (Waste AD),Operational,Operational,-0.7662472003212395,52.41192855918778,Anaerobic Digestion,1.50,Northamptonshire,East Midlands,England
196,Sefter Farm AD Plant (Farm AD),Operational,Operational,-0.737299612966745,50.78897055009258,Anaerobic Digestion,1.00,West Sussex,South East,England
197,Brookfield Farm AD Plant (Farm AD),Operational,Operational,-2.231175020218565,52.77522003388883,Anaerobic Digestion,1.30,Staffordshire,West Midlands,England
198,Cassington AD (Waste AD),Operational,Operational,-1.3302880915627093,51.79956330057421,Anaerobic Digestion,2.10,Oxfordshire,South East,England
199,BH Energy - Biogas (AD),Operational,Operational,-5.788908710141073,54.619292139132035,Anaerobic Digestion,2.10,Co. Down,Northern Ireland,Northern Ireland
200,Energen biogas Cumbernauld,Operational,Operational,-3.9580472528411432,55.96968228931619,Anaerobic Digestion,2.40,Strathclyde,Scotland,Scotland
201,Bristol STW (Waste AD),Operational,Operational,-2.6700284825690157,51.512778923491624,Anaerobic Digestion,10.00,Avon,South West,England
202,A C Shropshire (Farm AD),Operational,Operational,-1.2374993649958492,52.58601717051009,Anaerobic Digestion,2.50,Leicestershire,East Midlands,England
203,Mapledurham farm AD (Farm waste),Application Withdrawn,Planning Application Withdrawn,-1.023256252235924,51.48674760953886,Anaerobic Digestion,1.50,Oxfordshire,South East,England
204,Lowbrook Farm Anaerobic Digester (Farm AD),Operational,Operational,-2.302219212711289,50.883248441409705,Anaerobic Digestion,1.30,Dorset,South West,England
205,Harp Road (Farm AD),Application Refused,Planning Permission Refused,-2.935694815063464,51.23985364134287,Anaerobic Digestion,1.60,Somerset,South West,England
206,Symonds Farm Power Ltd (Farm AD),Operational,Operational,0.637138275097411,52.25718819420315,Anaerobic Digestion,1.40,Suffolk,Eastern,England
207,Buttermilk Farm,Operational,Operational,-0.048728326512183825,51.94685097609658,Anaerobic Digestion,1.10,Hertfordshire,Eastern,England
208,Spring Farm (biomass),Operational,Operational,1.1950133123477629,52.70134214723415,Anaerobic Digestion,1.00,Norfolk,Eastern,England
209,Trinity Hall Farm,Operational,Operational,-0.5655649608903152,51.918829185552035,Anaerobic Digestion,1.10,Bedfordshire,Eastern,England
210,St Nicholas Court Farm (AD),Revised,Revised,1.2411602911902286,51.358414309249355,Anaerobic Digestion,1.20,Kent,South East,England
211,Prosper Demulder Limited Anaerobic Digestion Plant (Waste AD),Operational,Operational,-1.137433551546547,53.53691685201669,Anaerobic Digestion,2.00,South Yorkshire,Yorkshire and Humber,England
212,Marsh Farm (Farm AD),Application Withdrawn,Planning Application Withdrawn,0.476383401399395,51.55239521166451,Anaerobic Digestion,1.40,Essex,Eastern,England
213,Sandhill Anaerobic Digestion Plant (Waste AD),Operational,Operational,-0.49851001920892735,53.9919771681073,Anaerobic Digestion,2.00,Humberside,Yorkshire and Humber,England
214,Pebble Hall Farm - Food Waste AD,Revised,Revised,-1.0283355390272408,52.45502686870031,Anaerobic Digestion,4.00,Northamptonshire,East Midlands,England
215,Abbots moor Farm Anaerobic Digester (Farm AD),Operational,Operational,-2.930006539458361,52.83896140674539,Anaerobic Digestion,1.00,Shropshire,West Midlands,England
216,Land at Oulton Street  (Farm AD),Application Refused,Planning Permission Refused,1.1838532966935271,52.79745675579112,Anaerobic Digestion,1.50,Norfolk,Eastern,England
217,Poplars Anaerobic Digestion Facility (Waste AD),Operational,Operational,-2.009986604060092,52.68408424357176,Anaerobic Digestion,6.00,Staffordshire,West Midlands,England
218,Wheldon Road,Revised,Revised,-1.3344669610883186,53.73070643710557,Anaerobic Digestion,2.00,West Yorkshire,Yorkshire and Humber,England
219,Reepham Road (Waste AD),Operational,Operational,1.2028064607458595,52.700816922143886,Anaerobic Digestion,1.50,Norfolk,Eastern,England
220,PwllfaWatkin AD Plant (Waste AD),Application Withdrawn,Planning Application Withdrawn,-3.8888978599844592,51.756103845976384,Anaerobic Digestion,2.30,West Glamorgan,Wales,Wales
221,Bonby Lane,Revised,Revised,-0.46574519194440167,53.63471282669762,Anaerobic Digestion,3.00,Humberside,Yorkshire and Humber,England
222,Cardiff Waste Water Treatment Works (Waste AD),Revised,Revised,-3.1365354562286347,51.47716544305978,Anaerobic Digestion,1.50,South Glamorgan,Wales,Wales
223,Coleshill STW (Waste AD),Operational,Operational,-1.711638864112474,52.51898750456639,Anaerobic Digestion,2.40,Warwickshire,West Midlands,England
224,Colwick Industrial Estate (Farm and Food waste),Operational,Operational,-1.0578048392136887,52.952327863700674,Anaerobic Digestion,2.00,Nottinghamshire,East Midlands,England
225,Frog Island AD Plant (Waste AD),Abandoned,Abandoned,0.17465807627600574,51.50754022459344,Anaerobic Digestion,5.00,London,London,England
226,Green Waste Composting Facility (Waste AD),Operational,Operational,-1.0653311371124896,51.21681922463777,Anaerobic Digestion,1.20,Hampshire,South East,England
227,Singleton Birch (Farm AD),Operational,Operational,-0.3571267060794547,53.59089571425054,Anaerobic Digestion,1.50,Humberside,Yorkshire and Humber,England
228,Bryn Pica AD / Tomorrow's Valley (Waste AD) - resubmission,Operational,Operational,-3.436032592786067,51.7383144174831,Anaerobic Digestion,1.00,Mid Glamorgan,Wales,Wales
229,Suffolk Anaerobic Digestion Scheme (Waste AD),Abandoned,Abandoned,1.1276341135191599,52.331642060411426,Anaerobic Digestion,1.10,Suffolk,Eastern,England
230,Bredbury Park Way - AD Stockport (Waste AD),Operational,Operational,-2.1143367376953557,53.427435604415614,Anaerobic Digestion,2.00,Greater Manchester,North West,England
231,Chelveston Renewable Energy Park (Waste AD),Abandoned,Abandoned,-0.5413544654750995,52.301441512819856,Anaerobic Digestion,2.00,Northamptonshire,East Midlands,England
232,"Stud Farm, Rufford (Farm AD)",Operational,Operational,-1.0285062432212202,53.158264804746885,Anaerobic Digestion,2.20,Nottinghamshire,East Midlands,England
233,Barkip Anaerobic Digestor (Waste AD),Operational,Operational,-4.718572068632018,55.718052921521576,Anaerobic Digestion,2.20,Strathclyde,Scotland,Scotland
234,Dryholme Farm (Farm AD),Operational,Operational,-3.3585716819325717,54.856296366691666,Anaerobic Digestion,1.00,Cumbria,North West,England
235,John Pointon And Sons anaerobic digestion facility (Waste AD),Abandoned,Abandoned,-2.0440587217703348,53.05308085815401,Anaerobic Digestion,2.00,Staffordshire,West Midlands,England
236,Lochhead Landfill CHP,Operational,Operational,-3.4694439390374927,56.096895174942155,Anaerobic Digestion,1.70,Fife,Scotland,Scotland
237,Merevale & Blyth Estate (Waste AD),Operational,Operational,-1.5866649746657846,52.57108249420168,Anaerobic Digestion,2.00,Warwickshire,West Midlands,England
238,Bygrave Lodge Farm Anaerobic Digestion Facility (Farm AD),Operational,Operational,-0.1428262539671826,52.002531125732176,Anaerobic Digestion,2.30,Hertfordshire,Eastern,England
239,Westwood AD Plant (Farm AD),Operational,Operational,-0.5633920838264529,52.26216932255055,Anaerobic Digestion,2.00,Northamptonshire,East Midlands,England
240,May Farm Anaerobic Digester (Farm AD),Operational,Operational,0.35208182906088686,52.454645896815435,Anaerobic Digestion,2.40,Cambridgeshire,Eastern,England
241,Kenninghall Renewable Energy Facility (Waste AD),Revised,Revised,0.9785192914276413,52.42425237602383,Anaerobic Digestion,1.20,Norfolk,Eastern,England
242,Carousel Dairy AD Plant (Farm AD),Operational,Operational,-1.129875691798799,51.218386849876495,Anaerobic Digestion,1.50,Hampshire,South East,England
243,Clydach Refinery,Abandoned,Abandoned,-3.888842509319406,51.69573976898312,Advanced Conversion Technologies,10.30,West Glamorgan,Wales,Wales
244,Cannington Cold Stores,Operational,Operational,-3.096890625906883,51.14439422416815,Anaerobic Digestion,3.30,Somerset,South West,England
245,McCain Foods AD Plant (AD),Operational,Operational,-0.1752053572222628,52.55937144144621,Anaerobic Digestion,1.00,Cambridgeshire,Eastern,England
246,Kenninghall Renewable Energy Facility (AD),Application Withdrawn,Planning Application Withdrawn,0.9864074053244622,52.42495258643569,Anaerobic Digestion,1.20,Norfolk,Eastern,England
247,Preston Road AD Plant (Waste AD),Operational,Operational,-1.5802655562868353,54.60581463165503,Anaerobic Digestion,2.80,County Durham,North East,England
248,East Dagenham Docks AD (AD),Operational,Operational,0.1374962448214655,51.521164192147076,Anaerobic Digestion,1.40,London,London,England
249,Manor Farm (Farm AD),Operational,Operational,0.08164707706723705,52.835343976628124,Anaerobic Digestion,1.50,Lincolnshire,East Midlands,England
250,Westcott Venture Park,Operational,Operational,-0.9785269317256523,51.849858341389854,Anaerobic Digestion,2.00,Buckinghamshire,South East,England
251,New Inn AD (Waste AD),Application Refused,Planning Permission Refused,-3.0123058294323486,51.68278324843355,Anaerobic Digestion,2.40,Gwent,Wales,Wales
252,Swancote Farm AD (Farm AD),Operational,Operational,-2.381840583313589,52.54279638587439,Anaerobic Digestion,2.20,Shropshire,West Midlands,England
253,Glasgow Renewable Energy and Recycling Centre (Waste AD),Operational,Operational,-4.244732184780985,55.83400807141677,Anaerobic Digestion,5.00,Strathclyde,Scotland,Scotland
254,Parley Renewable Energy Park (AD),Planning Permission Expired,Planning Permission Expired,-1.8572259459324207,50.78620955071139,Anaerobic Digestion,1.00,Dorset,South West,England
255,Wyke Farms Biogas (Farm AD),Operational,Operational,-2.481901111950499,51.11167863728848,Anaerobic Digestion,1.00,Somerset,South West,England
256,South Kirkby Business Park (Waste AD),Operational,Operational,-1.3406970210432603,53.602657159677655,Anaerobic Digestion,6.00,West Yorkshire,Yorkshire and Humber,England
257,Energy Works Hull - AD (Waste AD),Operational,Operational,-0.33040022581515294,53.7585353231163,Anaerobic Digestion,3.00,Humberside,Yorkshire and Humber,England
258,Staples Anaerobic Digestion CHP Plant (Waste AD),Operational,Operational,0.031184797823521137,53.03459138621381,Anaerobic Digestion,1.40,Lincolnshire,East Midlands,England
259,Brierley Hill Energy Recovery Centre (Waste AD),Application Refused,Planning Permission Refused,-2.131500615619647,52.47977200567092,Anaerobic Digestion,2.00,West Midlands,West Midlands,England
260,West Lodge Farm,Abandoned,Abandoned,-0.9034810512450103,52.1712611950782,Anaerobic Digestion,2.00,Northamptonshire,East Midlands,England
261,Dimmer Anaerobic Digestor (Waste AD),Operational,Operational,-2.5561052286336152,51.08011030082215,Anaerobic Digestion,3.00,Somerset,South West,England
262,M74 Central Coalburn (Waste AD),Planning Permission Expired,Planning Permission Expired,-3.8523838664364187,55.600110737548256,Anaerobic Digestion,5.00,Strathclyde,Scotland,Scotland
263,Pineham AD Plant (Waste AD),Abandoned,Abandoned,-0.7077312865725779,52.05541656249189,Anaerobic Digestion,1.00,Buckinghamshire,South East,England
264,Wallingford (Waste AD),Operational,Operational,-1.1122386786272114,51.614002924134034,Anaerobic Digestion,2.40,Oxfordshire,South East,England
265,North Clyde Recycling Centre (Waste AD),Revised,Revised,-4.393095015866378,55.89146415129771,Anaerobic Digestion,1.60,Strathclyde,Scotland,Scotland
266,Granville Ecopark,Operational,Operational,-6.812107999141929,54.491004308699594,Anaerobic Digestion,3.00,Co. Tyrone,Northern Ireland,Northern Ireland
267,Queen Charlton Quarry Renewable Energy Facility - food waste,Under Construction,Under Construction,-2.527469167941032,51.390663327970174,Anaerobic Digestion,2.20,Somerset,South West,England
268,Mitcham Eco Park (Waste AD),Abandoned,Abandoned,-0.17482527608194515,51.3996452686406,Anaerobic Digestion,6.20,London,London,England
269,Lee Moor AD (Waste AD),Planning Permission Expired,Planning Permission Expired,-4.0247315157411165,50.43383570589189,Anaerobic Digestion,3.30,Devon,South West,England
270,Granox Biogas Plant,Operational,Operational,-2.7467308048756234,53.352471389420295,Anaerobic Digestion,5.00,Cheshire,North West,England
271,Prosper Demulder Limited Anaerobic Digestion Plant (Waste AD) - extension,Operational,Operational,-1.137433551546547,53.53691685201669,Anaerobic Digestion,3.00,South Yorkshire,Yorkshire and Humber,England
272,Trumps Farm (AD),Operational,Operational,-0.5722211718955531,51.381996480096554,Anaerobic Digestion,2.40,Surrey,South East,England
273,Selby Renewable Energy Park,Abandoned,Abandoned,-1.0559104800808883,53.78001614515507,Anaerobic Digestion,8.00,North Yorkshire,Yorkshire and Humber,England
274,Beddington AD Facility (Waste AD),Application Withdrawn,Planning Application Withdrawn,-0.13337906926159704,51.37879481076146,Anaerobic Digestion,2.00,London,London,England
275,Ratty's Lane Sustainable Energy Facility (Waste AD),Operational,Operational,0.00027932326416378687,51.76710142458183,Anaerobic Digestion,3.00,Hertfordshire,Eastern,England
276,Brookhurst Wood (Waste AD),Operational,Operational,-0.32627846599629257,51.102818938128785,Anaerobic Digestion,4.50,West Sussex,South East,England
277,Halstead Renewable Power Project (Waste AD),Operational,Operational,0.6578094829820617,51.942071500872736,Anaerobic Digestion,2.00,Essex,Eastern,England
278,Washwood,Revised,Revised,-1.8411740283411984,52.50385017005084,Anaerobic Digestion,2.00,West Midlands,West Midlands,England
279,Packington AD Plant,Planning Permission Expired,Planning Permission Expired,-1.6934603877319252,52.469191369990234,Anaerobic Digestion,1.60,Warwickshire,West Midlands,England
280,Willesden,Application Refused,Planning Permission Refused,-0.2524945132486991,51.532056032232,Anaerobic Digestion,2.00,London,London,England
281,Walpole Landfill AD (Waste AD),Operational,Operational,-2.9828785271510725,51.183895071517874,Anaerobic Digestion,1.60,Somerset,South West,England
282,Waen Biogas (Waste AD),Operational,Operational,-3.4263279768768125,53.26318334621909,Anaerobic Digestion,1.00,Clwyd,Wales,Wales
283,Swanley (Waste AD),Abandoned,Abandoned,0.1421617780263541,51.406707101827905,Anaerobic Digestion,2.00,London,London,England
284,Fletcher Bank Quarry (Waste AD),Application Refused,Planning Permission Refused,-2.300247273605696,53.647552710992585,Anaerobic Digestion,2.00,Lancashire,North West,England
285,Wardley (Waste AD),Abandoned,Abandoned,-1.5123328782386665,54.93963712234323,Anaerobic Digestion,3.00,Tyne and Wear,North East,England
